urn:udson:pearson.com/xl/highered:user/20064168,35.66667,17702,43
urn:udson:pearson.com/xl/highered:user/20087668,31,2249,31
urn:udson:pearson.com/xl/highered:user/19953248,4,1062,6
urn:udson:pearson.com/xl/highered:user/20679146,3,1788,8
urn:udson:pearson.com/xl/highered:user/21569279,1,807,2
urn:udson:pearson.com/xl/highered:user/21605798,22,11799,22
urn:udson:pearson.com/xl/highered:user/19932412,1,75,1
urn:udson:pearson.com/xl/highered:user/20082363,13,2163,15
urn:udson:pearson.com/xl/highered:user/18410777,9,1940,8
urn:udson:pearson.com/xl/highered:user/19937138,8,1024,10
urn:udson:pearson.com/xl/highered:user/20176264,13.5,3243,15
urn:udson:pearson.com/xl/highered:user/21404249,8,291,10
urn:udson:pearson.com/xl/highered:user/20165909,22,12357,22
urn:udson:pearson.com/xl/highered:user/19988780,52,7850,2
urn:udson:pearson.com/xl/highered:user/20362591,13.35714,1915,14
urn:udson:pearson.com/xl/highered:user/19892134,168,6223,25
urn:udson:pearson.com/xl/highered:user/19935178,1,571,1
urn:udson:pearson.com/xl/highered:user/21039737,14,1752,14
urn:udson:pearson.com/xl/highered:user/20399884,5,192,5
urn:udson:pearson.com/xl/highered:user/21458939,4,1496,5
urn:udson:pearson.com/xl/highered:user/20953659,23,1628,24
urn:udson:pearson.com/xl/highered:user/12216581,19,6389,19
urn:udson:pearson.com/xl/highered:user/20981744,,934,5
urn:udson:pearson.com/xl/highered:user/20291984,19,4290,24
urn:udson:pearson.com/xl/highered:user/20304402,2.75,1418,7
urn:udson:pearson.com/xl/highered:user/20383406,2,202,6
urn:udson:pearson.com/xl/highered:user/20011171,19,2090,24
urn:udson:pearson.com/xl/highered:user/15444702,10,12243,13
urn:udson:pearson.com/xl/highered:user/20388912,5,711,5
urn:udson:pearson.com/xl/highered:user/19909014,10,13253,10
urn:udson:pearson.com/xl/highered:user/20124430,5,1417,5
urn:udson:pearson.com/xl/highered:user/17043675,16,1321,17
urn:udson:pearson.com/xl/highered:user/19086617,2,47,2
urn:udson:pearson.com/xl/highered:user/18349978,,2,1
urn:udson:pearson.com/xl/highered:user/20694672,5,1864,6
urn:udson:pearson.com/xl/highered:user/20548310,6.5,3632,28
urn:udson:pearson.com/xl/highered:user/21489128,6,652,8
urn:udson:pearson.com/xl/highered:user/19858689,6,1478,6
urn:udson:pearson.com/xl/highered:user/20848113,3,336,3
urn:udson:pearson.com/xl/highered:user/20380771,23,5073,23
urn:udson:pearson.com/xl/highered:user/20082808,0,0,0
urn:udson:pearson.com/xl/highered:user/20866199,1,23,1
urn:udson:pearson.com/xl/highered:user/20630050,12,1690,13
urn:udson:pearson.com/xl/highered:user/20756985,2,1785,2
urn:udson:pearson.com/xl/highered:user/20773561,10,1171,10
urn:udson:pearson.com/xl/highered:user/20135036,14,893,14
urn:udson:pearson.com/xl/highered:user/20098817,7,2343,7
urn:udson:pearson.com/xl/highered:user/21537529,16,3701,17
urn:udson:pearson.com/xl/highered:user/20673794,1.33333,725,9
urn:udson:pearson.com/xl/highered:user/20404696,11,5315,12
urn:udson:pearson.com/xl/highered:user/21608383,10.5,2599,13
urn:udson:pearson.com/xl/highered:user/19906875,1,492,2
urn:udson:pearson.com/xl/highered:user/21380719,27,4663,34
urn:udson:pearson.com/xl/highered:user/21100675,22,2579,23
urn:udson:pearson.com/xl/highered:user/21457280,13,1182,8
urn:udson:pearson.com/xl/highered:user/20954410,7,789,7
urn:udson:pearson.com/xl/highered:user/19922527,9.37682,1663,7
urn:udson:pearson.com/xl/highered:user/20763640,17,804,11
urn:udson:pearson.com/xl/highered:user/19900607,15,1015,16
urn:udson:pearson.com/xl/highered:user/20755408,3,33073,4
urn:udson:pearson.com/xl/highered:user/21560640,1,0,1
urn:udson:pearson.com/xl/highered:user/20146047,9.90909,1378,11
urn:udson:pearson.com/xl/highered:user/21136241,11,850,11
urn:udson:pearson.com/xl/highered:user/20867884,10,6188,17
urn:udson:pearson.com/xl/highered:user/21024054,0,209,4
urn:udson:pearson.com/xl/highered:user/19832023,9,1588,10
urn:udson:pearson.com/xl/highered:user/20370985,21,1762,10
urn:udson:pearson.com/xl/highered:user/20077235,39,15015,43
urn:udson:pearson.com/xl/highered:user/21563354,7,4064,17
urn:udson:pearson.com/xl/highered:user/19513290,6,228,6
urn:udson:pearson.com/xl/highered:user/20043055,41,18006,43
urn:udson:pearson.com/xl/highered:user/21069421,9,987,10
urn:udson:pearson.com/xl/highered:user/20605370,10,3865,10
urn:udson:pearson.com/xl/highered:user/21014222,1.55385,2687,2
urn:udson:pearson.com/xl/highered:user/20218614,37.66667,13516,43
urn:udson:pearson.com/xl/highered:user/21583583,8.91667,1460,10
urn:udson:pearson.com/xl/highered:user/20590220,15.42551,10795,17
urn:udson:pearson.com/xl/highered:user/20056544,9.5,1617,13
urn:udson:pearson.com/xl/highered:user/21211532,6.66667,1123,7
urn:udson:pearson.com/xl/highered:user/21489138,9,355,9
urn:udson:pearson.com/xl/highered:user/20107170,17.66667,2028,19
urn:udson:pearson.com/xl/highered:user/19867542,17.5,3578,20
urn:udson:pearson.com/xl/highered:user/20178015,19,862,23
urn:udson:pearson.com/xl/highered:user/19929598,44,6577,44
urn:udson:pearson.com/xl/highered:user/20445116,4.66667,3600,15
urn:udson:pearson.com/xl/highered:user/20340619,0,0,0
urn:udson:pearson.com/xl/highered:user/21132882,2,617,2
urn:udson:pearson.com/xl/highered:user/20149650,1,440,1
urn:udson:pearson.com/xl/highered:user/20893348,4.5,545,5
urn:udson:pearson.com/xl/highered:user/20156040,6,12650,10
urn:udson:pearson.com/xl/highered:user/21180811,14,363,14
urn:udson:pearson.com/xl/highered:user/20829138,6,3344,6
urn:udson:pearson.com/xl/highered:user/17721587,1.44444,10667,2
urn:udson:pearson.com/xl/highered:user/20471557,4,130,4
urn:udson:pearson.com/xl/highered:user/18262310,12,13435,13
urn:udson:pearson.com/xl/highered:user/21374807,7,416,8
urn:udson:pearson.com/xl/highered:user/20885077,2.75,910,3
urn:udson:pearson.com/xl/highered:user/19924010,16,4897,17
urn:udson:pearson.com/xl/highered:user/20993942,7,1091,7
urn:udson:pearson.com/xl/highered:user/20663602,19,3172,19
urn:udson:pearson.com/xl/highered:user/21560633,4,140,4
urn:udson:pearson.com/xl/highered:user/13516101,12,1757,12
urn:udson:pearson.com/xl/highered:user/20530173,10,10642,12
urn:udson:pearson.com/xl/highered:user/21027586,1,0,1
urn:udson:pearson.com/xl/highered:user/19835512,,697,2
urn:udson:pearson.com/xl/highered:user/21439031,8.5,4605,17
urn:udson:pearson.com/xl/highered:user/19998167,2,1764,3
urn:udson:pearson.com/xl/highered:user/19391796,2.58333,246,5
urn:udson:pearson.com/xl/highered:user/16067213,5,2611,5
urn:udson:pearson.com/xl/highered:user/20221734,7,2772,7
urn:udson:pearson.com/xl/highered:user/20389612,1,82,1
urn:udson:pearson.com/xl/highered:user/19604468,4,57,4
urn:udson:pearson.com/xl/highered:user/21248892,24,2171,25
urn:udson:pearson.com/xl/highered:user/21559899,9,251,9
urn:udson:pearson.com/xl/highered:user/21163636,19,7728,19
urn:udson:pearson.com/xl/highered:user/15478404,15,6477,15
urn:udson:pearson.com/xl/highered:user/18460590,8.875,1318,9
urn:udson:pearson.com/xl/highered:user/20177222,10,1897,10
urn:udson:pearson.com/xl/highered:user/20402628,19,1044,29
urn:udson:pearson.com/xl/highered:user/20881437,24,8448,36
urn:udson:pearson.com/xl/highered:user/20815100,43.41667,5873,50
urn:udson:pearson.com/xl/highered:user/21284108,5,1043,9
urn:udson:pearson.com/xl/highered:user/20129192,4,491,5
urn:udson:pearson.com/xl/highered:user/20676862,8,1445,12
urn:udson:pearson.com/xl/highered:user/20427589,12.93333,2987,13
urn:udson:pearson.com/xl/highered:user/20080033,6,1434,7
urn:udson:pearson.com/xl/highered:user/13844774,30,4810,30
urn:udson:pearson.com/xl/highered:user/21104053,15.4,979,30
urn:udson:pearson.com/xl/highered:user/20769006,11,966,15
urn:udson:pearson.com/xl/highered:user/19909612,1,0,1
urn:udson:pearson.com/xl/highered:user/20392806,4,901,5
urn:udson:pearson.com/xl/highered:user/19909824,1,51,1
urn:udson:pearson.com/xl/highered:user/20362924,21,1012,21
urn:udson:pearson.com/xl/highered:user/15651726,17,2976,17
urn:udson:pearson.com/xl/highered:user/21551271,17,5051,18
urn:udson:pearson.com/xl/highered:user/20081036,32.5,7002,30
urn:udson:pearson.com/xl/highered:user/17658857,6,997,7
urn:udson:pearson.com/xl/highered:user/19815937,0,25,1
urn:udson:pearson.com/xl/highered:user/20204436,4,3481,5
urn:udson:pearson.com/xl/highered:user/20474860,4,687,6
urn:udson:pearson.com/xl/highered:user/20215711,14,2012,19
urn:udson:pearson.com/xl/highered:user/20130855,5,1072,9
urn:udson:pearson.com/xl/highered:user/17999918,8.75,3687,16
urn:udson:pearson.com/xl/highered:user/20511771,4,330,4
urn:udson:pearson.com/xl/highered:user/20130963,8.4,9506,9
urn:udson:pearson.com/xl/highered:user/19894926,16,1652,16
urn:udson:pearson.com/xl/highered:user/20160142,4.66667,601,5
urn:udson:pearson.com/xl/highered:user/21127642,12,3498,12
urn:udson:pearson.com/xl/highered:user/21210678,15,1382,15
urn:udson:pearson.com/xl/highered:user/20217287,10,2049,12
urn:udson:pearson.com/xl/highered:user/19840524,10.35,7278,14
urn:udson:pearson.com/xl/highered:user/20331731,11,2767,12
urn:udson:pearson.com/xl/highered:user/20802538,3,485,3
urn:udson:pearson.com/xl/highered:user/20955519,9,2215,12
urn:udson:pearson.com/xl/highered:user/21516072,1,6141,1
urn:udson:pearson.com/xl/highered:user/20501810,6.5,1335,8
urn:udson:pearson.com/xl/highered:user/21487886,4,36,4
urn:udson:pearson.com/xl/highered:user/21562429,4,0,4
urn:udson:pearson.com/xl/highered:user/19918781,17,3289,17
urn:udson:pearson.com/xl/highered:user/20087986,18,407,8
urn:udson:pearson.com/xl/highered:user/20453373,27,3401,33
urn:udson:pearson.com/xl/highered:user/20867987,,2572,9
urn:udson:pearson.com/xl/highered:user/20779853,6.5,4493,11
urn:udson:pearson.com/xl/highered:user/19289305,12.4,15948,17
urn:udson:pearson.com/xl/highered:user/21532960,10,1188,10
urn:udson:pearson.com/xl/highered:user/18262157,6,1258,6
urn:udson:pearson.com/xl/highered:user/15951450,15,1892,15
urn:udson:pearson.com/xl/highered:user/21019895,33.16667,9027,34
urn:udson:pearson.com/xl/highered:user/20078961,42,25088,43
urn:udson:pearson.com/xl/highered:user/20252147,28,37390,37
urn:udson:pearson.com/xl/highered:user/20941780,6,3771,7
urn:udson:pearson.com/xl/highered:user/18829849,39.41667,6015,51
urn:udson:pearson.com/xl/highered:user/17615133,110,5379,30
urn:udson:pearson.com/xl/highered:user/17945862,13,3159,25
urn:udson:pearson.com/xl/highered:user/20002383,39,4220,39
urn:udson:pearson.com/xl/highered:user/20067864,9,4547,9
urn:udson:pearson.com/xl/highered:user/20027042,25,3242,25
urn:udson:pearson.com/xl/highered:user/18938405,,3100,13
urn:udson:pearson.com/xl/highered:user/19603174,0,0,0
urn:udson:pearson.com/xl/highered:user/20204935,28.5,10574,30
urn:udson:pearson.com/xl/highered:user/20708801,4,2700,9
urn:udson:pearson.com/xl/highered:user/21248662,5.5,1225,8
urn:udson:pearson.com/xl/highered:user/15478865,0,86,1
urn:udson:pearson.com/xl/highered:user/18018975,18,9537,20
urn:udson:pearson.com/xl/highered:user/19328411,6,204,10
urn:udson:pearson.com/xl/highered:user/20092499,36.33333,10594,43
urn:udson:pearson.com/xl/highered:user/19609979,4,310,4
urn:udson:pearson.com/xl/highered:user/19682715,1,735,4
urn:udson:pearson.com/xl/highered:user/21024344,8,5230,9
urn:udson:pearson.com/xl/highered:user/21531828,9,1379,12
urn:udson:pearson.com/xl/highered:user/17181955,6,3353,6
urn:udson:pearson.com/xl/highered:user/20384325,18,4508,23
urn:udson:pearson.com/xl/highered:user/20094205,27,7033,30
urn:udson:pearson.com/xl/highered:user/21198408,9.33333,8385,10
urn:udson:pearson.com/xl/highered:user/18829849,38.91667,6015,51
urn:udson:pearson.com/xl/highered:user/21454471,15,12260,15
urn:udson:pearson.com/xl/highered:user/19993099,3,52,5
urn:udson:pearson.com/xl/highered:user/20754778,13,4238,14
urn:udson:pearson.com/xl/school:user/474647,14.75,3034,17
urn:udson:pearson.com/xl/highered:user/20133054,1,0,1
urn:udson:pearson.com/xl/highered:user/19899071,6,258,10
urn:udson:pearson.com/xl/highered:user/17683070,5,794,8
urn:udson:pearson.com/xl/highered:user/20667417,12.57143,1076,13
urn:udson:pearson.com/xl/highered:user/19985223,14,1352,15
urn:udson:pearson.com/xl/highered:user/20067773,4,114,4
urn:udson:pearson.com/xl/highered:user/18509452,4,1397,4
urn:udson:pearson.com/xl/highered:user/17639725,6,3,6
urn:udson:pearson.com/xl/highered:user/19932349,2,1409,3
urn:udson:pearson.com/xl/highered:user/20093290,37,22667,37
urn:udson:pearson.com/xl/highered:user/15825100,3,591,5
urn:udson:pearson.com/xl/highered:user/20674140,6,2997,11
urn:udson:pearson.com/xl/highered:user/20443728,53,5352,10
urn:udson:pearson.com/xl/highered:user/19862318,7,5578,7
urn:udson:pearson.com/xl/highered:user/20769569,35,11259,14
urn:udson:pearson.com/xl/highered:user/20277564,6,1156,6
urn:udson:pearson.com/xl/highered:user/21531840,5,93,3
urn:udson:pearson.com/xl/highered:user/20768599,4,2753,4
urn:udson:pearson.com/xl/highered:user/19972389,13,953,10
urn:udson:pearson.com/xl/highered:user/19814316,2,1191,2
urn:udson:pearson.com/xl/highered:user/16258247,0.2,35,5
urn:udson:pearson.com/xl/highered:user/20050881,17,2546,17
urn:udson:pearson.com/xl/highered:user/19957660,9,1074,9
urn:udson:pearson.com/xl/highered:user/20671711,8,490,2
urn:udson:pearson.com/xl/highered:user/20792860,19,8377,22
urn:udson:pearson.com/xl/highered:user/21171828,9.33333,10414,10
urn:udson:pearson.com/xl/highered:user/19013541,4,30,5
urn:udson:pearson.com/xl/highered:user/21589026,10,639,10
urn:udson:pearson.com/xl/highered:user/15957509,36,19438,43
urn:udson:pearson.com/xl/highered:user/20454476,4,1676,6
urn:udson:pearson.com/xl/highered:user/16304655,15.475,2714,20
urn:udson:pearson.com/xl/highered:user/21361070,59.5,13750,68
urn:udson:pearson.com/xl/highered:user/13050170,1,36,1
urn:udson:pearson.com/xl/highered:user/18351171,31,2706,31
urn:udson:pearson.com/xl/highered:user/19156530,3,2259,4
urn:udson:pearson.com/xl/highered:user/9410919,10,21306,11
urn:udson:pearson.com/xl/highered:user/14055059,4,419,4
urn:udson:pearson.com/xl/highered:user/20180994,10,394,10
urn:udson:pearson.com/xl/highered:user/21387977,50,1351,16
urn:udson:pearson.com/xl/highered:user/20959844,27,2752,33
urn:udson:pearson.com/xl/highered:user/20237850,5,270,6
urn:udson:pearson.com/xl/highered:user/19946009,26,3465,27
urn:udson:pearson.com/xl/school:user/418172,23,5259,25
urn:udson:pearson.com/xl/highered:user/20946898,7.5,937,15
urn:udson:pearson.com/xl/highered:user/20047692,2,90,4
urn:udson:pearson.com/xl/highered:user/21285539,4,170,4
urn:udson:pearson.com/xl/highered:user/20174310,4.41288,3448,10
urn:udson:pearson.com/xl/highered:user/20483433,17.16667,4975,18
urn:udson:pearson.com/xl/highered:user/20483308,0.75,381,2
urn:udson:pearson.com/xl/highered:user/19953956,12.5,870,15
urn:udson:pearson.com/xl/highered:user/20044282,10,141,10
urn:udson:pearson.com/xl/highered:user/19817928,1,0,1
urn:udson:pearson.com/xl/highered:user/21258659,1,0,1
urn:udson:pearson.com/xl/highered:user/20242086,18.71725,12146,9
urn:udson:pearson.com/xl/highered:user/21036441,12,2,12
urn:udson:pearson.com/xl/highered:user/12452991,0,88,4
urn:udson:pearson.com/xl/highered:user/14257953,2,34,2
urn:udson:pearson.com/xl/highered:user/20967539,72,3819,72
urn:udson:pearson.com/xl/highered:user/20416196,7.91667,3343,15
urn:udson:pearson.com/xl/highered:user/16287549,1,343,1
urn:udson:pearson.com/xl/highered:user/18449427,13,11828,16
urn:udson:pearson.com/xl/highered:user/20393392,1,2513,2
urn:udson:pearson.com/xl/highered:user/8086601,1.71429,475,3
urn:udson:pearson.com/xl/highered:user/20007739,21.33333,1258,25
urn:udson:pearson.com/xl/highered:user/21528017,69,0,0
urn:udson:pearson.com/xl/highered:user/20368758,25,3882,25
urn:udson:pearson.com/xl/highered:user/20818683,4,1340,4
urn:udson:pearson.com/xl/highered:user/20126468,12,808,12
urn:udson:pearson.com/xl/highered:user/21029006,31,16778,31
urn:udson:pearson.com/xl/highered:user/21215438,4,360,4
urn:udson:pearson.com/xl/highered:user/17917724,10,5896,12
urn:udson:pearson.com/xl/highered:user/20846613,,368,6
urn:udson:pearson.com/xl/highered:user/19967730,13,1342,13
urn:udson:pearson.com/xl/highered:user/6693380,5,350,5
urn:udson:pearson.com/xl/highered:user/20393689,17,4177,20
urn:udson:pearson.com/xl/highered:user/19950574,23,5234,24
urn:udson:pearson.com/xl/highered:user/20084536,20,1471,20
urn:udson:pearson.com/xl/highered:user/21458033,52,9109,45
urn:udson:pearson.com/xl/highered:user/20165395,0,0,0
urn:udson:pearson.com/xl/highered:user/20350180,12.41667,910,20
urn:udson:pearson.com/xl/highered:user/21411002,31,2272,8
urn:udson:pearson.com/xl/highered:user/21296949,1.5,1016,2
urn:udson:pearson.com/xl/highered:user/21092297,7,8329,10
urn:udson:pearson.com/xl/highered:user/20230229,4,1845,5
urn:udson:pearson.com/xl/highered:user/19959630,33,1814,14
urn:udson:pearson.com/xl/highered:user/20790670,0,3,1
urn:udson:pearson.com/xl/highered:user/21102039,3,1206,6
urn:udson:pearson.com/xl/highered:user/20401528,7,3766,9
urn:udson:pearson.com/xl/highered:user/20396737,46,1835,46
urn:udson:pearson.com/xl/highered:user/20792849,27,10943,27
urn:udson:pearson.com/xl/highered:user/20005068,5,1681,5
urn:udson:pearson.com/xl/highered:user/19082084,13.66667,3371,8
urn:udson:pearson.com/xl/highered:user/21598885,,246,8
urn:udson:pearson.com/xl/highered:user/20496285,12,1233,12
urn:udson:pearson.com/xl/highered:user/17755566,4,0,4
urn:udson:pearson.com/xl/highered:user/20049978,1,123,3
urn:udson:pearson.com/xl/highered:user/21523619,36,654,24
urn:udson:pearson.com/xl/highered:user/15419425,15.33333,3436,21
urn:udson:pearson.com/xl/highered:user/21173777,15,5800,15
urn:udson:pearson.com/xl/highered:user/21163970,6,180,10
urn:udson:pearson.com/xl/highered:user/20520865,12,3978,12
urn:udson:pearson.com/xl/highered:user/20714991,20,9684,22
urn:udson:pearson.com/xl/highered:user/21489128,8,765,10
urn:udson:pearson.com/xl/highered:user/21601757,12,645,15
urn:udson:pearson.com/xl/highered:user/21347292,14,49675,14
urn:udson:pearson.com/xl/highered:user/19905568,9,747,10
urn:udson:pearson.com/xl/highered:user/21238263,0.5,1380,1
urn:udson:pearson.com/xl/highered:user/20737607,5,300,5
urn:udson:pearson.com/xl/highered:user/19801483,33,3275,35
urn:udson:pearson.com/xl/highered:user/20205232,,496,4
urn:udson:pearson.com/xl/highered:user/21599046,12.91667,5474,14
urn:udson:pearson.com/xl/highered:user/8842556,7.5,1425,10
urn:udson:pearson.com/xl/highered:user/19528138,1,11,1
urn:udson:pearson.com/xl/highered:user/20681405,28,3429,30
urn:udson:pearson.com/xl/highered:user/21129254,1,0,1
urn:udson:pearson.com/xl/highered:user/20633897,10,4449,10
urn:udson:pearson.com/xl/highered:user/19677430,10,852,10
urn:udson:pearson.com/xl/highered:user/20545219,37,10732,49
urn:udson:pearson.com/xl/highered:user/21580441,1,16,1
urn:udson:pearson.com/xl/highered:user/20268701,6.91667,2297,11
urn:udson:pearson.com/xl/highered:user/21042482,4,826,4
urn:udson:pearson.com/xl/highered:user/18017436,0,5313,3
urn:udson:pearson.com/xl/highered:user/19904682,101,395,17
urn:udson:pearson.com/xl/highered:user/15930391,11,611,11
urn:udson:pearson.com/xl/highered:user/12852695,5,613,8
urn:udson:pearson.com/xl/highered:user/21241898,11,262,12
urn:udson:pearson.com/xl/highered:user/16605785,14,829,20
urn:udson:pearson.com/xl/highered:user/20552280,77,2939,41
urn:udson:pearson.com/xl/highered:user/16123385,22,4307,22
urn:udson:pearson.com/xl/highered:user/20727299,15,3427,15
urn:udson:pearson.com/xl/highered:user/20255380,4,818,4
urn:udson:pearson.com/xl/highered:user/20756990,24,426,25
urn:udson:pearson.com/xl/highered:user/17831669,0,0,0
urn:udson:pearson.com/xl/highered:user/17394194,15.5,801,17
urn:udson:pearson.com/xl/highered:user/19957146,17,2753,20
urn:udson:pearson.com/xl/highered:user/20146338,13.66667,3206,15
urn:udson:pearson.com/xl/highered:user/21250484,1,104,3
urn:udson:pearson.com/xl/highered:user/20899906,8,27716,8
urn:udson:pearson.com/xl/highered:user/18490933,23,2261,26
urn:udson:pearson.com/xl/highered:user/19880451,2,200,2
urn:udson:pearson.com/xl/highered:user/21442355,19.31527,2888,2
urn:udson:pearson.com/xl/highered:user/21489128,8,770,11
urn:udson:pearson.com/xl/highered:user/20599582,11,3203,11
urn:udson:pearson.com/xl/highered:user/21087022,6,214,6
urn:udson:pearson.com/xl/highered:user/20091980,6,267,9
urn:udson:pearson.com/xl/highered:user/15419425,15.33333,3436,21
urn:udson:pearson.com/xl/highered:user/20657297,8.63333,553,10
urn:udson:pearson.com/xl/highered:user/16118202,26,6852,29
urn:udson:pearson.com/xl/highered:user/18616109,10,625,15
urn:udson:pearson.com/xl/highered:user/12303859,3,0,4
urn:udson:pearson.com/xl/highered:user/20389056,32,0,0
urn:udson:pearson.com/xl/highered:user/19900928,15,464,15
urn:udson:pearson.com/xl/highered:user/17244560,23.6,4897,20
urn:udson:pearson.com/xl/highered:user/13561491,12,4623,13
urn:udson:pearson.com/xl/highered:user/16688406,5,9209,5
urn:udson:pearson.com/xl/highered:user/21272578,20,11844,21
urn:udson:pearson.com/xl/highered:user/20671410,9,198,1
urn:udson:pearson.com/xl/highered:user/20166621,11,785,31
urn:udson:pearson.com/xl/highered:user/15025704,14.5,12524,20
urn:udson:pearson.com/xl/highered:user/17565992,37,16512,37
urn:udson:pearson.com/xl/highered:user/20084658,8,3688,9
urn:udson:pearson.com/xl/highered:user/19932254,72,10906,18
urn:udson:pearson.com/xl/highered:user/17581982,32,2245,9
urn:udson:pearson.com/xl/highered:user/20458867,0,199,3
urn:udson:pearson.com/xl/highered:user/19911311,4,169,5
urn:udson:pearson.com/xl/highered:user/15440774,7,256,7
urn:udson:pearson.com/xl/highered:user/20030009,13,1871,13
urn:udson:pearson.com/xl/highered:user/19888250,24,2568,25
urn:udson:pearson.com/xl/highered:user/19959180,28,4541,28
urn:udson:pearson.com/xl/highered:user/15783024,19,1993,19
